r0 [AU],vr0 [km/s],vt0 [km/s],r1 [AU],t1 [AU],n1 [AU],vr1 [km/s],vt1 [km/s],vn1 [km/s],tof [days]
3.0,0.0,17.196077467085647,1.8299221150029483,2.360018443566758,0.0,-13.620523070983346,10.56114474589921,0.0,250.0
3.0,0.0,17.196077467085647,1.8299221150029483,2.3681817088728807,0.0,-13.623439417537536,10.526993338032328,0.0,250.0
3.0,0.0,17.196077467085647,1.8299221150029483,2.3763449741790033,0.0,-13.626232840589076,10.49298190713581,0.0,250.0
3.0,0.0,17.196077467085647,1.8299221150029483,2.3845082394851262,0.0,-13.628904697323057,10.45911005712614,0.0,250.0
3.0,0.0,17.196077467085647,1.8299221150029483,2.392671504791248,0.0,-13.631456332083904,10.425377387504613,0.0,250.0
3.0,0.0,17.196077467085647,1.8299221150029483,2.4008347700973705,0.0,-13.633889076463516,10.39178349349958,0.0,250.0
3.0,0.0,17.196077467085647,1.8299221150029483,2.408998035403493,0.0,-13.63620424938972,10.35832796620605,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.0089980354034926,0.0,-13.31687663757483,12.183962267533817,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.017161300709615,0.0,-13.326707626846668,12.143613129967822,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.025324566015738,0.0,-13.336344047132464,12.103412673273036,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.03348783132186,0.0,-13.345787864925857,12.06336088437783,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.0416510966279824,0.0,-13.35504103140826,12.023457736634144,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.049814361934105,0.0,-13.364105482466666,11.983703190103784,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.0579776272402275,0.0,-13.372983138714485,11.944097191840614,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.06614089254635,0.0,-13.381675905515616,11.904639676168946,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.0743041578524726,0.0,-13.390185673011324,11.86533056495785,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.0824674231585947,0.0,-13.39851431615015,11.82616976789164,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.0906306884647172,0.0,-13.406663694720482,11.787157182736436,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.09879395377084,0.0,-13.414635653385885,11.748292695602863,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.1069572190769623,0.0,-13.422432021722992,11.709576181204923,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.1151204843830844,0.0,-13.43005461426196,11.671007503115035,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.1232837496892074,0.0,-13.437505230529249,11.63258651401529,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.13144701499533,0.0,-13.444785655092872,11.594313055944989,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.139610280301452,0.0,-13.451897657609798,11.55618696054441,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.1477735456075746,0.0,-13.458842992875567,11.518208049294875,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.1559368109136967,0.0,-13.465623400876003,11.4803761337552,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.1641000762198193,0.0,-13.472240606840955,11.442691015794434,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.172263341525942,0.0,-13.478696321299942,11.40515248782106,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.180426606832065,0.0,-13.484992240139713,11.3677603330086,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.1885898721381873,0.0,-13.491130044663564,11.330514325517647,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.196753137444309,0.0,-13.4971114016524,11.293414230714438,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.2049164027504315,0.0,-13.502937963427456,11.256459805385925,0.0,250.0
3.0,0.0,17.196077467085647,1.8380853803090713,2.213079668056554,0.0,-13.508611367914584,11.219650797951392,0.0,250.0
